Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1998.0,7149.81,81.52,8.99,7240.32,589.47
Total,1998.0,7149.81,81.52,8.99,7240.32,589.47
