Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,945.0,4225.71,66.55,0.0,4292.26,348.59
NA Beverage,278.0,742.06,1.56,0.0,743.62,61.16
Liquor,22.0,198.79,0.0,0.0,198.79,16.37
Draft Beer,4.0,18.76,0.0,0.0,18.76,1.56
Total,1249.0,5185.32,68.11,0.0,5253.43,427.68
