Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1500.78,124,12.10,127,12.79,123,12.20,16.80
Table Service,1895.05,122,15.53,68,30.17,55,34.46,46.11
Total,3395.83,246,13.80,195,18.85,178,19.08,25.85
