Hour of day,Net sales,Total orders,Total guests
19,101.36,4,5
17,306.98,10,17
7,171.0,12,15
9,269.16,18,21
8,226.21,29,31
14,118.65,8,11
10,357.85,22,36
16,174.9,6,10
11,264.32,12,16
18,516.09,13,26
13,194.32,12,15
15,265.84,9,14
12,287.27,14,19
20,77.96,3,4
6,63.92,6,6
