Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3043.38,239,12.73,241,13.67,239,12.73,9.12
Table Service,2461.17,196,12.56,107,24.90,95,25.91,40.58
Total,5504.55,435,12.65,348,17.12,334,16.48,18.07
