Total cash payments,Cash adjustments,Cash refunds,Cash before tipouts,Cash gratuity,Credit/non-cash gratuity,Credit/non-cash tips,Tipouts tips withheld,Total cash
1537.37,-60.05,0.0,1477.32,0.00,0.00,-374.65,0.0,1102.67
