Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1163.0,4552.45,82.72,0.0,4635.17,375.22
NA Beverage,334.0,810.79,0.0,0.0,810.79,66.64
Liquor,18.0,118.35,0.0,0.0,118.35,9.76
Bottled Beer,3.0,11.97,0.0,0.0,11.97,0.99
Draft Beer,1.0,10.99,0.0,0.0,10.99,0.91
Total,1519.0,5504.55,82.72,0.0,5587.27,453.52
