Hour of day,Net sales,Total orders,Total guests
7,182.87,19,19
19,538.87,14,34
13,193.74,12,15
8,257.96,27,27
12,600.77,21,38
20,33.96,2,2
18,471.69,16,25
9,281.47,22,25
6,35.92,5,5
14,496.68,14,23
17,241.0,8,17
15,60.19,2,2
10,330.8,21,65
11,451.48,20,29
16,103.69,5,7
