Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,130,2563.85,0,29.51,195.16,0.0,0.0,0.00,2593.36,1.2
Credit/debit,,303,6536.05,671.66,127.66,497.58,0.0,0.0,671.66,7335.37,13.2
Credit/debit,AMEX,6,179.62,36.89,0.0,13.67,0.0,0.0,36.89,216.51,22.2
Credit/debit,DISCOVER,2,110.84,14.0,12.56,8.44,0.0,0.0,14.00,137.40,25.9
Credit/debit,MASTERCARD,131,2683.56,264.59,57.86,204.35,0.0,0.0,264.59,3006.01,13.0
Credit/debit,VISA,164,3562.03,356.18,57.24,271.12,0.0,0.0,356.18,3975.45,12.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,433,9099.90,671.66,157.17,692.74,0.0,0.0,671.66,9928.73,9.9
