Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2008.12,192,10.46,196,11.09,192,10.46,5.83
Table Service,874.87,74,11.82,42,22.55,41,21.34,30.90
Total,2882.99,266,10.84,238,13.11,233,12.37,10.24
