Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,44,942.74,16.32,959.06,77.7
Drive Thru,157,1610.46,0.0,1610.46,132.57
Online Ordering - Takeout,1,6.75,0.0,6.75,0.56
Take Out,31,323.04,0.0,323.04,26.59
Total,233,2882.99,16.32,2899.31,237.42
