Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2694.97,158,17.06,157,18.58,158,17.06,10.68
Table Service,2552.47,170,15.01,76,36.36,68,37.54,51.05
Total,5247.44,328,16.00,233,24.38,226,23.22,22.82
