Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,74,2592.05,69.32,2661.37,213.8
Drive Thru,135,2302.22,33.58,2335.8,189.82
Take Out,17,353.17,1.53,354.7,29.13
Total,226,5247.44,104.43,5351.87,432.75
