Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,36,740.96,10.0,11.39,56.48,0.0,0.0,10.00,762.35,3.1
Credit/debit,,197,4939.23,528.65,72.69,376.27,0.0,0.0,528.65,5540.57,13.1
Credit/debit,AMEX,10,271.77,26.0,15.9,20.69,0.0,0.0,26.00,313.67,16.7
Credit/debit,DISCOVER,2,28.95,0.0,0.0,2.2,0.0,0.0,0.00,28.95,0.0
Credit/debit,MASTERCARD,72,1800.64,204.34,23.43,137.19,0.0,0.0,204.34,2028.41,13.5
Credit/debit,VISA,113,2837.87,298.31,33.36,216.19,0.0,0.0,298.31,3169.54,12.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,233,5680.19,538.65,84.08,432.75,0.0,0.0,538.65,6302.92,11.8
