Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,918.0,4147.1,99.71,0.0,4246.81,342.0
NA Beverage,219.0,813.26,2.84,0.0,816.1,67.07
Liquor,27.0,244.87,1.88,0.0,246.75,20.17
Draft Beer,9.0,42.21,0.0,0.0,42.21,3.51
Total,1173.0,5247.44,104.43,0.0,5351.87,432.75
