Hour of day,Net sales,Total orders,Total guests
14,199.62,7,11
13,309.09,18,23
10,503.76,28,37
9,451.45,27,35
11,474.23,21,31
17,472.09,14,21
16,218.33,6,9
7,164.24,13,13
18,451.15,15,22
15,165.39,8,8
12,538.78,21,36
19,595.23,9,36
6,195.58,7,8
8,379.11,27,32
20,129.39,5,6
