Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1587.0,6446.63,127.66,0.0,6574.29,531.79
NA Beverage,424.0,1160.06,2.82,0.0,1162.88,95.81
Liquor,17.0,172.83,0.0,0.0,172.83,14.21
Draft Beer,7.0,27.83,0.0,0.0,27.83,2.28
Total,2035.0,7807.35,130.48,0.0,7937.83,644.09
