Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,126,4500.76,85.79,4586.55,371.33
Drive Thru,169,2826.16,15.48,2841.64,233.1
Take Out,31,480.43,29.21,509.64,39.66
Total,326,7807.35,130.48,7937.83,644.09
