Hour of day,Net sales,Total orders,Total guests
9,987.0,53,79
16,303.65,10,20
11,1263.32,52,139
8,679.68,35,61
19,141.44,6,8
18,110.85,5,5
10,1246.97,54,83
15,290.87,12,18
7,197.69,13,13
17,317.96,8,18
14,481.23,13,31
6,70.21,4,4
13,691.26,29,42
12,977.26,31,61
20,47.96,1,4
