Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2586.0,9165.22,77.7,0.0,9242.92,755.27
Total,2586.0,9165.22,77.7,0.0,9242.92,755.27
