Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,160,5306.91,69.98,5376.89,437.23
Drive Thru,225,3370.8,6.64,3377.44,277.81
Take Out,30,487.51,1.08,488.59,40.23
Total,415,9165.22,77.70,9242.92,755.27
