Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,103,1639.64,0.0,0.0,1639.64,135.15
Lunch,111,1778.7,7.02,0.0,1785.72,146.55
Dinner,17,371.94,0.0,0.0,371.94,30.64
No Service,28,302.27,5.61,0.0,307.88,24.89
Total,259,4092.55,12.63,0.0,4105.18,337.23
