Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1054.0,4162.16,97.54,0.0,4259.7,343.27
NA Beverage,268.0,704.27,5.42,0.0,709.69,57.99
Liquor,18.0,117.52,0.0,0.0,117.52,9.69
Draft Beer,12.0,51.28,0.0,0.0,51.28,4.23
Total,1352.0,5035.23,102.96,0.0,5138.19,415.18
