Discount,Count,Orders,Amount
Reward Dollars,4,4,22.4
Birthday Rewards,1,1,5.0
Employee Discount - Check,1,1,29.73
Open $ Check,1,1,1.5
Open % Check,4,4,9.71
Total,11,11,68.34
