Hour of day,Net sales,Total orders,Total guests
17,289.95,12,19
19,267.6,7,15
20,86.51,5,8
8,257.32,21,24
10,399.55,21,24
13,258.37,12,23
12,565.94,24,37
14,158.39,8,12
6,97.04,5,7
16,108.25,4,5
15,88.41,7,11
18,1054.32,13,36
9,422.6,22,36
7,146.72,19,19
11,834.26,31,51
