Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,81,2749.89,81.05,2830.94,226.66
Drive Thru,118,2051.83,21.91,2073.74,169.25
Take Out,12,233.51,0.0,233.51,19.27
Total,211,5035.23,102.96,5138.19,415.18
