Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,54,991.79,35.0,3.09,75.57,0.0,0.0,35.00,1029.88,4.1
Credit/debit,,180,4458.62,433.94,61.66,339.61,0.0,0.0,433.94,4954.22,11.9
Credit/debit,AMEX,4,64.23,10.7,0.0,4.89,0.0,0.0,10.70,74.93,18.0
Credit/debit,DISCOVER,2,54.79,4.0,0.0,4.17,0.0,0.0,4.00,58.79,7.9
Credit/debit,MASTERCARD,56,1687.05,108.28,22.32,128.52,0.0,0.0,108.28,1817.65,8.3
Credit/debit,VISA,118,2652.55,310.96,39.34,202.03,0.0,0.0,310.96,3002.85,14.1
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,234,5450.41,468.94,64.75,415.18,0.0,0.0,468.94,5984.10,10.5
