Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,56,2017.29,42.52,2059.81,166.25
Drive Thru,108,1325.45,25.19,1350.64,109.37
Take Out,17,402.79,0.0,402.79,33.23
Total,181,3745.53,67.71,3813.24,308.85
