Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,43,499.32,0.0,0.0,38.01,0.0,0.0,0.00,499.32,0.0
Credit/debit,,149,3555.06,324.70,142.80,270.84,0.0,0.0,324.70,4022.56,14.1
Credit/debit,AMEX,7,147.52,17.14,4.3,11.23,0.0,0.0,17.14,168.96,14.1
Credit/debit,DISCOVER,1,8.52,0.0,0.0,0.65,0.0,0.0,0.00,8.52,0.0
Credit/debit,MASTERCARD,47,970.43,149.86,6.19,73.88,0.0,0.0,149.86,1126.48,17.4
Credit/debit,VISA,94,2428.59,157.7,132.31,185.08,0.0,0.0,157.70,2718.60,12.8
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,192,4054.38,324.70,142.80,308.85,0.0,0.0,324.70,4521.88,12.4
