Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,2330.0,9989.37,72.16,0.0,10061.53,823.68
NA Beverage,721.0,1644.02,0.0,0.0,1644.02,135.26
Liquor,66.0,743.61,0.0,0.0,743.61,61.33
Bottled Beer,4.0,15.96,0.0,0.0,15.96,1.32
Draft Beer,9.0,102.91,0.0,0.0,102.91,8.49
Total,3130.0,12495.87,72.16,0.0,12568.03,1030.08
