Discount,Count,Orders,Amount
Open % Item,2,1,4.8
Military Discount,2,1,0.4
Employee Discount - Item,1,1,3.9
Police Discount,4,2,8.67
Open $ Item,1,1,0.5
Total,10,6,18.27
