Hour of day,Net sales,Total orders,Total guests
10,1583.93,67,118
17,288.64,14,18
21,50.85,3,4
14,610.97,21,49
11,1317.93,64,104
20,1646.58,10,88
13,826.14,32,49
7,511.76,29,32
8,870.34,44,54
19,395.66,14,189
15,550.95,18,31
18,1036.31,26,788
16,237.2,11,19
6,146.39,8,10
12,1303.4,50,93
9,1118.82,55,86
