Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,555.0,1794.67,10.07,0,1804.74,147.83
Drive Thru,335.0,955.03,6.4,0,961.43,78.65
Total,890.0,2749.70,16.47,0,2766.17,226.48
