Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2080.85,205,10.15,207,10.88,205,10.15,5.70
Table Service,668.85,63,10.62,39,18.56,37,18.08,32.72
Total,2749.70,268,10.26,246,12.10,242,11.36,9.83
