Hour of day,Net sales,Total orders,Total guests
6,220.72,25,27
7,330.78,41,41
8,222.73,25,26
9,243.94,23,24
10,225.42,21,24
11,315.6,24,30
12,232.35,16,21
13,162.12,17,18
14,160.96,10,13
15,54.12,6,6
16,221.3,14,15
17,131.1,9,11
18,132.93,8,9
19,95.63,3,3
