Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1670.0,6487.14,86.84,0.0,6573.98,534.87
NA Beverage,592.0,1226.95,0.0,0.0,1226.95,100.93
Liquor,3.0,18.97,0.0,0.0,18.97,1.56
Total,2265.0,7733.06,86.84,0.0,7819.90,637.36
