Hour of day,Net sales,Total orders,Total guests
6,154.45,19,19
20,148.82,8,9
16,184.9,11,15
18,474.96,15,26
14,329.71,15,22
13,640.68,23,44
10,610.76,34,48
19,428.89,17,28
17,512.08,19,32
7,554.65,41,44
12,667.1,34,47
11,807.22,42,56
21,122.22,7,7
9,1097.8,58,94
15,380.94,17,25
8,588.03,44,53
