Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2041.0,7703.21,38.51,0.0,7741.72,634.59
No Revenue Center,1.0,0.0,11.99,0.0,11.99,0.0
Total,2042.0,7703.21,50.50,0.0,7753.71,634.59
