Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3021.0,222,13.61,221,14.80,222,13.61,13.79
Table Service,3130.75,242,12.94,126,26.89,116,26.99,38.28
Total,6151.75,464,13.26,347,19.19,338,18.20,22.20
