Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,120,3146.38,105.61,3251.99,259.12
Drive Thru,198,2476.86,17.44,2494.3,204.07
Take Out,20,528.51,0.0,528.51,43.57
Total,338,6151.75,123.05,6274.80,506.76
