Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1332.0,5242.85,121.86,0.0,5364.71,432.21
NA Beverage,388.0,858.47,1.19,0.0,859.66,70.39
Liquor,6.0,42.45,0.0,0.0,42.45,3.5
Bottled Beer,2.0,7.98,0.0,0.0,7.98,0.66
Total,1728.0,6151.75,123.05,0.0,6274.80,506.76
