Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1728.0,6151.75,123.05,0.0,6274.8,506.76
Total,1728.0,6151.75,123.05,0.0,6274.8,506.76
