Hour of day,Net sales,Total orders,Total guests
17,244.39,13,18
15,403.7,15,23
7,252.45,30,30
11,548.6,32,38
19,371.56,16,28
6,143.32,14,14
20,35.98,2,2
16,265.35,12,20
21,12.57,1,1
12,651.3,30,45
8,768.99,45,54
13,508.79,23,39
14,239.45,11,18
10,548.03,32,43
18,457.66,17,30
9,699.61,45,61
