Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3113.3,244,12.76,246,13.70,244,12.76,8.50
Table Service,3767.23,296,12.73,145,28.12,137,27.50,39.91
Total,6880.53,540,12.74,391,19.05,381,18.06,19.79
