Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,139,3771.47,29.68,3801.15,310.79
Drive Thru,212,2675.5,5.12,2680.62,220.5
Take Out,30,433.56,5.17,438.73,35.75
Total,381,6880.53,39.97,6920.50,567.04
