Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1446.0,4973.26,25.96,0.0,4999.22,409.77
No Revenue Center,3.0,0.0,26.97,0.0,26.97,0.0
Total,1449.0,4973.26,52.93,0.0,5026.19,409.77
