Hour of day,Net sales,Total orders,Total guests
16,215.77,9,14
20,122.26,3,8
18,316.59,14,18
17,201.47,9,14
13,258.77,17,23
9,570.21,46,55
12,386.73,22,30
10,654.61,39,56
7,278.42,29,30
6,95.52,11,11
14,55.97,5,5
8,473.22,36,42
19,233.64,8,13
11,870.83,48,66
15,239.25,11,16
