Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2458.9,220,11.18,218,12.21,219,11.23,7.97
Table Service,2514.36,181,13.89,102,26.68,88,28.57,37.37
Total,4973.26,401,12.40,320,16.82,307,16.20,16.40
