Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1086.0,4095.19,51.24,0.0,4146.43,337.63
NA Beverage,346.0,779.71,1.69,0.0,781.4,64.02
Liquor,16.0,87.37,0.0,0.0,87.37,7.21
Draft Beer,1.0,10.99,0.0,0.0,10.99,0.91
Total,1449.0,4973.26,52.93,0.0,5026.19,409.77
