Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,61,1299.25,4.11,1303.36,106.98
Drive Thru,191,2007.78,1.19,2008.97,165.11
Online Ordering - Takeout,1,1.99,0.0,1.99,0.16
Take Out,42,718.09,2.57,720.66,59.18
Total,295,4027.11,7.87,4034.98,331.43
