Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2738.45,238,11.51,239,12.40,238,11.51,4.44
Table Service,1288.66,109,11.82,63,22.14,57,22.61,35.33
Total,4027.11,347,11.61,302,14.43,295,13.65,10.41
