Hour of day,Net sales,Total orders,Total guests
14,136.1,7,7
10,529.01,31,37
8,288.64,19,19
9,476.29,31,41
11,699.25,34,41
7,18.58,2,2
13,511.2,24,31
12,503.22,29,34
