Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2625.57,201,13.06,201,14.14,201,13.06,10.96
Table Service,3324.35,293,11.35,147,24.48,107,31.07,43.98
Total,5949.92,494,12.04,348,18.51,308,19.32,22.43
