Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1691.0,5949.92,90.59,0.0,6040.51,490.09
Total,1691.0,5949.92,90.59,0.0,6040.51,490.09
