Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1232.0,4844.91,90.59,0.0,4935.5,399.26
NA Beverage,432.0,930.26,0.0,0.0,930.26,76.43
Liquor,17.0,120.85,0.0,0.0,120.85,9.94
Bottled Beer,8.0,31.92,0.0,0.0,31.92,2.64
Draft Beer,2.0,21.98,0.0,0.0,21.98,1.82
Total,1691.0,5949.92,90.59,0.0,6040.51,490.09
