Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,110,3356.22,81.82,3438.04,276.43
Drive Thru,174,2152.31,8.77,2161.08,177.3
Take Out,24,441.39,0.0,441.39,36.36
Total,308,5949.92,90.59,6040.51,490.09
