Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,52,956.72,0.0,956.72,78.89
Drive Thru,154,1509.38,3.9,1513.28,124.18
Take Out,36,434.59,2.1,436.69,35.81
Total,242,2900.69,6.0,2906.69,238.88
