Hour of day,Net sales,Total orders,Total guests
15,147.74,7,9
7,101.03,9,9
11,291.2,18,23
19,287.15,10,16
8,157.75,17,19
13,285.48,10,22
20,15.07,2,2
10,371.46,24,29
6,28.59,4,4
12,364.21,19,28
9,410.58,30,34
14,90.26,9,10
16,158.79,7,8
17,249.58,9,16
18,233.18,8,14
