Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,115,2796.35,17.19,2813.54,230.25
Drive Thru,186,2251.56,17.77,2269.33,185.61
Take Out,26,396.23,0.0,396.23,32.64
Total,327,5444.14,34.96,5479.10,448.50
