Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2658.76,214,12.42,216,13.32,214,12.42,5.70
Table Service,2785.38,230,12.11,120,25.12,113,24.65,42.25
Total,5444.14,444,12.26,336,17.54,327,16.65,18.33
