Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1154.0,4438.74,33.29,0,4472.03,365.96
NA Beverage,421.0,975.47,1.67,0,977.14,80.06
Liquor,6.0,25.94,0.0,0,25.94,2.15
Bottled Beer,1.0,3.99,0.0,0,3.99,0.33
Total,1582.0,5444.14,34.96,0,5479.10,448.50
