Hour of day,Net sales,Total orders,Total guests
6,82.04,7,7
7,316.24,35,37
8,512.29,36,51
9,744.93,42,68
10,809.47,50,69
11,629.53,38,49
12,627.99,31,43
13,247.16,15,21
14,276.16,14,18
15,190.33,10,15
16,410.28,20,28
17,223.89,9,12
18,164.77,9,11
19,116.02,6,7
20,93.04,5,8
